"sample","PC1","PC2","PC3","PC4","group"
"B223",-0.0274131417489852,-0.00486404688602551,0.0248032251398502,-0.00386806831423913,"3K-RGP reference (unlabelled)"
"B224",0.0127275445796444,-0.00468937686495005,0.00101167545516451,0.00153601781722879,"3K-RGP reference (unlabelled)"
"B225",-0.0276151486235086,-0.00512688595696311,0.0307425647452109,-0.00432349768487411,"3K-RGP reference (unlabelled)"
"B226",-0.0302523660527764,-0.00518148477042352,0.0430415850608977,-0.0040850972914814,"3K-RGP reference (unlabelled)"
"B227",0.00857233178362826,-0.00699298522847263,0.00301075400806525,0.000886632410777888,"3K-RGP reference (unlabelled)"
"B228",-0.0274419927778629,-0.00418433208347073,0.0170993198828792,-0.00295322517048169,"3K-RGP reference (unlabelled)"
"B229",0.0127964666165501,-0.00590489916543386,0.000548181050157207,0.00223469039638597,"3K-RGP reference (unlabelled)"
"B230",-0.0275307280863843,-0.00400607650832409,0.0185462560351476,-0.0037071051026624,"3K-RGP reference (unlabelled)"
"B231",0.012430518244206,-0.00705101808256686,0.00165580428947576,0.000577949751776613,"3K-RGP reference (unlabelled)"
"B232",0.0129842498469899,-0.00727928826701502,0.00313727615986299,0.00147185483114923,"3K-RGP reference (unlabelled)"
"B233",0.0143864367518653,-0.00673788043251812,0.00281715599776234,0.00215261024122225,"3K-RGP reference (unlabelled)"
"B234",0.0139202476810265,-0.00958927467166934,0.00398509361252127,0.00347686827227112,"3K-RGP reference (unlabelled)"
"B235",-0.0286981139212021,-0.0063747532055512,0.0521136377245523,-0.000648719843034109,"3K-RGP reference (unlabelled)"
"B236",-0.0301490626181408,-0.0061521228527531,0.0490793595758513,0.000586889329903425,"3K-RGP reference (unlabelled)"
"B238",0.0115921545774608,-0.00760140634545506,0.00107183942345137,0.000818182404976707,"3K-RGP reference (unlabelled)"
"B239",0.0117172252982408,-0.00584763707915846,0.00241389853451087,0.00289319321090558,"3K-RGP reference (unlabelled)"
"B240",-0.0298720370666027,-0.00608421328083049,0.0511388599452205,-0.00235014763271129,"3K-RGP reference (unlabelled)"
"B241",-0.027088181607781,-0.0037302354110771,-0.0032708302289452,-0.00266617875666322,"3K-RGP reference (unlabelled)"
"B242",0.00994653570199462,-0.00725938118338909,-0.00174959471950211,0.00351482670405848,"3K-RGP reference (unlabelled)"
"B243",0.00444028184609855,0.0534806522200908,0.0030824834996908,0.0166149019527171,"3K-RGP reference (unlabelled)"
"B244",0.0106449989829638,-0.00676956572550314,0.00402136184202012,0.00290275775488375,"3K-RGP reference (unlabelled)"
"B245",-0.0283152860998252,-0.00427111006000665,0.00811329540348494,-0.0032437356809449,"3K-RGP reference (unlabelled)"
"B246",0.0135594540946248,-0.00666656870869296,0.000561266558033024,0.00158109914417581,"3K-RGP reference (unlabelled)"
"B247",0.0136152771286334,-0.00637164517872155,1.54380939510002e-05,0.00182339070881919,"3K-RGP reference (unlabelled)"
"B248",0.0138858438159996,-0.008335820894231,0.00256578994690911,0.00307038441550807,"3K-RGP reference (unlabelled)"
"B249",0.0143736480106044,-0.00910892424201187,0.0024822994806545,0.00381936307100616,"3K-RGP reference (unlabelled)"
"B250",-0.0302793293410861,-0.00594042155875293,0.0474072259639811,-0.000609221368171378,"3K-RGP reference (unlabelled)"
"B252",0.0119220896283252,-0.00745598603206315,0.0030092255847473,0.00253939872500586,"3K-RGP reference (unlabelled)"
