sample,cluster,height_index_z
IRIS_313-11742,4,0.2544963549642767
IRIS_313-11828,0,-0.31510795599684593
IRIS_313-11913,5,1.001830136303427
IRIS_313-11917,1,0.3017760224994398
IRIS_313-11918,0,0.13111932005103913
IRIS_313-11919,0,0.5674336899946154
IRIS_313-11937,2,-2.1937464429592284
IRIS_313-11963,4,-0.5647128047112477
IRIS_313-12052,0,0.17219833449153985
IRIS_313-8458,6,-0.29535506959477353
IRIS_313-8621,2,-1.855774352377384
IRIS_313-8731,0,0.5133406217471733
IRIS_313-8754,0,0.03343095583511192
IRIS_313-8924,0,-0.2118035904942118
IRIS_313-8982,6,0.06102259454481264
IRIS_313-9023,2,-2.4771825393670115
IRIS_313-9351,0,0.8833001822868387
IRIS_313-9400,2,-0.7586518924233954
IRIS_313-9522,2,-1.629564567672058
IRIS_313-9604,2,-1.2873064037987225
IRIS_313-9605,2,0.18801010747948346
IRIS_313-9611,0,0.558301797567014
